0.01
15.07
0.01
0.1
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
26.5
15.07
14.81
14.71
14.66
14.62
14.48
14.85
15.08
15.31
15.45
15.73
15.88
15.55
15.59
15.68
15.69
15.57
15.74
15.85
16.23
16.4
16.68
16.99
16.8
16.39
16.7
16.77
15.44
15.78
